Año,Mes,Departamento,Victimario,Edad,Lugar de los hechos,Metodos de eliminacion
2018,Febrero,Bogota,Excompañero permanente,27,Via urbana,Baleada
2018,Febrero,Bogota,Victimario Desconocido,45,Vivienda de la victima,Baleada
2018,Febrero,Bogota,Sicario,22,Vivienda de la victima,Apuñalada
2018,Febrero,Bogota,Victimario Desconocido,29,Vivienda de un tercero,Apuñalada
2018,Febrero,Bogota,Familiar,11,Vivienda de la victima,Explosion
2018,Febrero,Bogota,Excompañero permanente,23,Lugar Desconocido,Baleada
2018,Febrero,Bogota,Victimario Desconocido,23,Vivienda de la victima,Baleada
2018,Febrero,Bogota,Sicario,18,Vivienda de la victima,Metodo Desconocido
2018,Febrero,Bogota,Victimario Desconocido,53,Via urbana,Golpeada
2018,Febrero,Antioquia,Conyuge,29,Zona rural,Baleada
2018,Febrero,Antioquia,Familiar,56,Via urbana,Asfixiada
2018,Febrero,Antioquia,Compañero permanente,24,Vivienda de la victima,Baleada
2018,Febrero,Antioquia,Victimario Desconocido,15,Vivienda de la victima,Apuñalada
2018,Febrero,Antioquia,Sicario,62,En una calle del barrio de la victima,Baleada
2018,Febrero,Antioquia,Excompañero permanente,29,Vivienda de la victima,Apuñalada
2018,Febrero,Antioquia,Excompañero permanente,29,Zona rural,Baleada
2018,Febrero,Norte de Santander,Sicario,63,Vivienda de la victima,Apuñalada
2018,Febrero,Norte de Santander,Sicario,27,Quebrada o rio,Asfixiada
2018,Febrero,Norte de Santander,Conocido,13,Zona verde urbana,Estrangulada
2018,Febrero,Norte de Santander,Delincuencia organizada,12,Via urbana,Apuñalada
2018,Febrero,Cauca,Victimario Desconocido,20,Vivienda de la victima,Baleada
2018,Febrero,Cauca,Familiar,16,Local comercial,Baleada
2018,Febrero,Cauca,Excompañero permanente,28,Local comercial,Asfixiada
2018,Febrero,Cauca,Sicario,34,Vivienda de la victima,Baleada
2018,Febrero,Atlantico,Banda criminal,47,Vivienda de la victima,Metodo Desconocido
2018,Febrero,Atlantico,Banda criminal,3,Zona rural,Cortada
2018,Febrero,Atlantico,Victimario Desconocido,25,En una calle del barrio de la victima,Apuñalada
2018,Febrero,Santander,Victimario Desconocido,30,Vivienda de la victima,Metodo Desconocido
2018,Febrero,Santander,Sicario,36,Vivienda de la victima,Baleada
2018,Febrero,Casanare,Banda criminal,15,Vivienda de la victima,Baleada
2018,Febrero,Casanare,Policia,62,En una calle del barrio de la victima,Metodo Desconocido
2018,Febrero,Caqueta,Victimario Desconocido,29,Vivienda de la victima,Golpeada
2018,Febrero,Caqueta,Sicario,17,En una calle del barrio de la victima,Degollada
2018,Febrero,Cundinamarca,Conyuge,45,Vivienda de la victima,Empalada
2018,Febrero,Meta,Compañero permanente,29,Zona rural,Baleada
2018,Febrero,Tolima,Excompañero permanente,35,Via urbana,Baleada
2018,Febrero,Cesar,Sicario,2,Vivienda de la victima,Baleada
2018,Febrero,Bolivar,Policia,6,En una calle del barrio de la victima,Baleada
2018,Febrero,Huila,Victimario Desconocido,4,Mar,Apuñalada
2018,Febrero,Nariño,Sicario,29,Lugar Desconocido,Metodo Desconocido
2018,Febrero,Risaralda,Exnovio,46,Hotel,Apuñalada
2018,Febrero,Cundinamarca,Excompañero permanente,21,Vivienda de la victima,Apuñalada
2018,Marzo,Antioquia,Conocido,35,Lugar de trabajo de la victima,Golpeada
2018,Marzo,Antioquia,Victimario Desconocido,38,Lugar Desconocido,Baleada
2018,Marzo,Antioquia,Victimario Desconocido,37,Lugar Desconocido,Baleada
2018,Marzo,Antioquia,Excompañero permanente,28,Lugar de trabajo de la victima,Apuñalada
2018,Marzo,Antioquia,Conocido,29,Lugar Desconocido,Baleada
2018,Marzo,Antioquia,Victimario Desconocido,29,Lugar de trabajo de la victima,Baleada
2018,Marzo,Antioquia,Victimario Desconocido,21,Vivienda de la victima,Apuñalada
2018,Marzo,Antioquia,Conocido,29,Zona rural,Degollada
2018,Marzo,Antioquia,Delincuencia organizada,26,Lugar Desconocido,Baleada
2018,Marzo,Antioquia,Victimario Desconocido,67,Vivienda de un tercero,Baleada
2018,Marzo,Antioquia,Victimario Desconocido,40,Vivienda de la victima,Baleada
2018,Marzo,Antioquia,Banda criminal,29,En una calle del barrio de la victima,Apuñalada
2018,Marzo,Antioquia,Conyuge,36,Quebrada o rio,Baleada
2018,Marzo,Atlantico,Victimario Desconocido,21,Via intermunicipal,Baleada
2018,Marzo,Bogota,Excompañero permanente,33,Lugar Desconocido,Baleada
2018,Marzo,Bogota,Policia,54,Via urbana,Baleada
2018,Marzo,Bogota,Victimario Desconocido,26,En una calle del barrio de la victima,Baleada
2018,Marzo,Bogota,Sicario,52,Local comercial,Baleada
2018,Marzo,Bolivar,Conyuge,27,Via urbana,Apuñalada
2018,Marzo,Bolivar,Victimario Desconocido,32,Vivienda de la victima,Baleada
2018,Marzo,Bolivar,Victimario Desconocido,20,Vivienda de la victima,Baleada
2018,Marzo,Bolivar,Sicario,63,Lugar Desconocido,Baleada
2018,Marzo,Bolivar,Sicario,21,Local comercial,Baleada
2018,Marzo,Boyaca,Compañero permanente,21,Via urbana,Apuñalada
2018,Marzo,Caqueta,Victimario Desconocido,33,Local comercial,Apuñalada
2018,Marzo,Caqueta,Conyuge,37,Lugar Desconocido,Baleada
2018,Marzo,Casanare,Victimario Desconocido,30,Lugar de trabajo de la victima,Baleada
2018,Marzo,Cauca,Victimario Desconocido,36,Vivienda de la victima,Envenenada
2018,Marzo,Cauca,Sicario,44,En una calle del barrio de la victima,Baleada
2018,Marzo,Choco,Compañero permanente,23,Vivienda de la victima,Baleada
2018,Marzo,Cordoba,Excompañero permanente,29,Vivienda de la victima,Metodo Desconocido
2018,Marzo,Cordoba,Victimario Desconocido,29,Hotel,Golpeada
2018,Marzo,Cordoba,Victimario Desconocido,29,Vivienda de la victima,Baleada
2018,Marzo,Cordoba,Conocido,22,Lugar de trabajo de la victima,Metodo Desconocido
2018,Marzo,Cordoba,Banda criminal,61,Vivienda de un tercero,Baleada
2018,Marzo,Cordoba,Sicario,22,Lugar Desconocido,Baleada
2018,Marzo,Cordoba,Victimario Desconocido,29,Vivienda de la victima,Golpeada
2018,Marzo,Cundinamarca,Victimario Desconocido,25,Local comercial,Apuñalada
2018,Marzo,Cundinamarca,Victimario Desconocido,29,Via rural,Apuñalada
2018,Marzo,Cundinamarca,Victimario Desconocido,27,En una calle del barrio de la victima,Baleada
2018,Marzo,Cundinamarca,Victimario Desconocido,16,Hotel,Apuñalada
2018,Marzo,Huila,Excompañero permanente,25,Vivienda de la victima,Baleada
2018,Marzo,Meta,Conocido,23,Vivienda de la victima,Baleada
2018,Marzo,Meta,Victimario Desconocido,29,Via urbana,Baleada
2018,Marzo,Nariño,Sicario,29,Via intermunicipal,Golpeada
2018,Marzo,Nariño,Victimario Desconocido,87,Via urbana,Metodo Desconocido
2018,Marzo,Nariño,Compañero permanente,20,Vivienda de la victima,Baleada
2018,Marzo,Nariño,Conyuge,29,Local comercial,Baleada
2018,Marzo,Nariño,Victimario Desconocido,29,Vivienda de la victima,Baleada
2018,Marzo,Norte de Santander,Conyuge,24,Via urbana,Baleada
2018,Marzo,Norte de Santander,Banda criminal,15,Vivienda de la victima,Metodo Desconocido
2018,Marzo,Norte de Santander,Delincuencia organizada,11,Vivienda de un tercero,Baleada
2018,Marzo,Norte de Santander,Conocido,29,Via urbana,Baleada
2018,Marzo,Norte de Santander,Victimario Desconocido,15,Via urbana,Baleada
2018,Marzo,Norte de Santander,Conocido,35,Vivienda de la victima,Degollada
2018,Marzo,Norte de Santander,Sicario,38,Via urbana,Apuñalada
2018,Marzo,Quindio,Sicario,51,Local comercial,Baleada
2018,Marzo,Quindio,Victimario Desconocido,29,Vivienda de la victima,Metodo Desconocido
2018,Marzo,Santander,Victimario Desconocido,39,Via urbana,Apuñalada
2018,Marzo,Valle del Cauca,Excompañero permanente,20,Vivienda de la victima,Metodo Desconocido
2018,Marzo,Valle del Cauca,Excompañero permanente,29,En una calle del barrio de la victima,Baleada
2018,Marzo,Valle del Cauca,Conocido,24,Lugar Desconocido,Baleada
2018,Marzo,Valle del Cauca,Sicario,28,Via urbana,Asfixiada
2018,Marzo,Valle del Cauca,Victimario Desconocido,17,Vivienda de la victima,Asfixiada
2018,Marzo,Valle del Cauca,Victimario Desconocido,60,Lugar Desconocido,Apuñalada
2018,Marzo,Valle del Cauca,Excompañero permanente,24,Vivienda de la victima,Baleada
2018,Marzo,Valle del Cauca,Sicario,62,Via urbana,Baleada
2018,Marzo,Valle del Cauca,Compañero permanente,39,Via urbana,Baleada
2018,Marzo,Valle del Cauca,Victimario Desconocido,34,Via rural,Apuñalada
2018,Marzo,Valle del Cauca,Excompañero permanente,38,Local comercial,Metodo Desconocido
2018,Marzo,Valle del Cauca,Victimario Desconocido,26,Lugar Desconocido,Apuñalada
2018,Marzo,Valle del Cauca,Victimario Desconocido,29,Via urbana,Baleada
2018,Abril,Valle del Cauca,Victimario Desconocido,16,Vivienda de la victima,Apuñalada
2018,Abril,Valle del Cauca,Victimario Desconocido,22,Via rural,Baleada
2018,Abril,Valle del Cauca,Compañero permanente,30,Vivienda de la victima,Baleada
2018,Abril,Valle del Cauca,Compañero permanente,20,Vivienda de la victima,Apuñalada
2018,Abril,Valle del Cauca,Victimario Desconocido,29,Vivienda de la victima,Metodo Desconocido
2018,Abril,Valle del Cauca,Victimario Desconocido,29,Vivienda de la victima,Apuñalada
2018,Abril,Valle del Cauca,Victimario Desconocido,5,Transporte privado,Baleada
2018,Abril,Valle del Cauca,Compañero permanente,36,Vivienda de la victima,Apuñalada
2018,Abril,Valle del Cauca,Sicario,35,Vivienda de la victima,Baleada
2018,Abril,Valle del Cauca,Victimario Desconocido,17,Vivienda de la victima,Apuñalada
2018,Abril,Antioquia,Compañero permanente,29,Vivienda de un tercero,Baleada
2018,Abril,Antioquia,Excompañero permanente,38,Via urbana,Baleada
2018,Abril,Antioquia,Victimario Desconocido,47,Lugar Desconocido,Baleada
2018,Abril,Antioquia,Victimario Desconocido,38,Zona rural,Metodo Desconocido
2018,Abril,Antioquia,Victimario Desconocido,23,En una calle del barrio de la victima,Metodo Desconocido
2018,Abril,Antioquia,Victimario Desconocido,29,Via urbana,Metodo Desconocido
2018,Abril,Antioquia,Victimario Desconocido,26,Vivienda de la victima,Baleada
2018,Abril,Bogota,Victimario Desconocido,22,Quebrada o rio,Cortada
2018,Abril,Bogota,Victimario Desconocido,28,Vivienda de la victima,Apuñalada
2018,Abril,Bogota,Victimario Desconocido,31,Via rural,Apuñalada
2018,Abril,Bogota,Sicario,24,En una calle del barrio de la victima,Apuñalada
2018,Abril,Bogota,Conocido,33,Vivienda de la victima,Asfixiada
2018,Abril,Bogota,Victimario Desconocido,12,Vivienda de la victima,Apuñalada
2018,Abril,Bogota,Victimario Desconocido,29,Vivienda de la victima,Apuñalada
2018,Abril,Meta,Victimario Desconocido,29,Vivienda de un tercero,Baleada
2018,Abril,Meta,Conyuge,39,En una calle del barrio de la victima,Estrangulada
2018,Abril,Meta,Victimario Desconocido,29,Vivienda de la victima,Baleada
2018,Abril,Meta,Victimario Desconocido,25,Lugar Desconocido,Metodo Desconocido
2018,Abril,Meta,Sicario,29,Zona verde urbana,Apuñalada
2018,Abril,Atlantico,Victimario Desconocido,42,Vivienda de la victima,Baleada
2018,Abril,Atlantico,Victimario Desconocido,29,Vivienda de la victima,Baleada
2018,Abril,Atlantico,Compañero permanente,34,Vivienda de la victima,Baleada
2018,Abril,Atlantico,Victimario Desconocido,29,Lugar Desconocido,Baleada
2018,Abril,Caqueta,Familiar,39,Vivienda de la victima,Baleada
2018,Abril,Caqueta,Victimario Desconocido,29,Via urbana,Baleada
2018,Abril,Caqueta,Victimario Desconocido,40,Vivienda de la victima,Baleada
2018,Abril,Caqueta,Victimario Desconocido,62,Vivienda de la victima,Baleada
2018,Abril,Santander,Victimario Desconocido,11,Via urbana,Baleada
2018,Abril,Santander,Victimario Desconocido,29,Via urbana,Baleada
2018,Abril,Santander,Compañero permanente,25,Vivienda de la victima,Degollada
2018,Abril,Norte de Santander,Victimario Desconocido,61,Vivienda de la victima,Apuñalada
2018,Abril,Norte de Santander,Exnovio,29,Vivienda de la victima,Apuñalada
2018,Abril,Norte de Santander,Victimario Desconocido,13,Local comercial,Baleada
2018,Abril,Bolivar,Victimario Desconocido,72,Via urbana,Baleada
2018,Abril,Bolivar,Compañero permanente,21,Vivienda de la victima,Baleada
2018,Abril,Bolivar,Compañero permanente,29,Vivienda de la victima,Envenenada
2018,Abril,Tolima,Victimario Desconocido,27,Vivienda de la victima,Baleada
2018,Abril,Tolima,Victimario Desconocido,29,Vivienda de la victima,Metodo Desconocido
2018,Abril,Tolima,Victimario Desconocido,20,En una calle del barrio de la victima,Mutilada
2018,Abril,Cauca,Excompañero permanente,29,Vivienda de la victima,Baleada
2018,Abril,Cauca,Victimario Desconocido,14,En una calle del barrio de la victima,Apuñalada
2018,Abril,Caldas,Excompañero permanente,29,Vivienda de la victima,Baleada
2018,Abril,Caldas,Sicario,32,Via rural,Baleada
2018,Abril,Nariño,Sicario,3,Lugar Desconocido,Apuñalada
2018,Abril,Nariño,Victimario Desconocido,29,Lugar Desconocido,Baleada
2018,Abril,Huila,Victimario Desconocido,2,Vivienda de la victima,Baleada
2018,Abril,Sucre,Victimario Desconocido,37,Vivienda de la victima,Baleada
2018,Abril,Quindio,Militar,29,Via urbana,Apuñalada
2018,Mayo,Cauca,Victimario Desconocido,29,Via rural,Baleada
2018,Mayo,Cauca,Sicario,11,Local comercial,Baleada
2018,Mayo,Cauca,Compañero permanente,21,En una calle del barrio de la victima,Apuñalada
2018,Mayo,Cauca,Victimario Desconocido,29,Vivienda de la victima,Apuñalada
2018,Mayo,Cauca,Sicario,23,En una calle del barrio de la victima,Baleada
2018,Mayo,Cauca,Victimario Desconocido,44,Via urbana,Baleada
2018,Mayo,Cauca,Excompañero permanente,25,Via urbana,Baleada
2018,Mayo,Bogota,Victimario Desconocido,15,Lugar de trabajo de la victima,Baleada
2018,Mayo,Bogota,Guerrilla,45,Vivienda de un tercero,Baleada
2018,Mayo,Bogota,Victimario Desconocido,22,Zona rural,Baleada
2018,Mayo,Bogota,Novio,29,Vivienda de la victima,Apuñalada
2018,Mayo,Bogota,Victimario Desconocido,78,Zona rural,Baleada
2018,Mayo,Atlantico,Victimario Desconocido,30,Vivienda de la victima,Metodo Desconocido
2018,Mayo,Atlantico,Victimario Desconocido,31,Zona rural,Baleada
2018,Mayo,Atlantico,Conyuge,46,En una calle del barrio de la victima,Estrangulada
2018,Mayo,Atlantico,Victimario Desconocido,29,Local comercial,Apuñalada
2018,Mayo,Atlantico,Victimario Desconocido,29,Vivienda de la victima,Golpeada
2018,Mayo,Tolima,Sicario,24,Lugar Desconocido,Baleada
2018,Mayo,Tolima,Victimario Desconocido,22,Lugar de trabajo de la victima,Baleada
2018,Mayo,Tolima,Victimario Desconocido,29,Lugar de trabajo de la victima,Asfixiada
2018,Mayo,Tolima,Victimario Desconocido,2,Via urbana,Baleada
2018,Mayo,Huila,Exnovio,21,Local comercial,Baleada
2018,Mayo,Huila,Excompañero permanente,29,Vivienda de la victima,Baleada
2018,Mayo,Huila,Victimario Desconocido,37,Vivienda de la victima,Apuñalada
2018,Mayo,Huila,Victimario Desconocido,17,En una calle del barrio de la victima,Baleada
2018,Mayo,Antioquia,Victimario Desconocido,22,Vivienda de la victima,Baleada
2018,Mayo,Antioquia,Paramilitar,15,Via urbana,Baleada
2018,Mayo,Antioquia,Victimario Desconocido,29,Lugar Desconocido,Cortada
2018,Mayo,Valle del Cauca,Conocido,20,Via urbana,Apuñalada
2018,Mayo,Valle del Cauca,Sicario,21,Via urbana,Degollada
2018,Mayo,Valle del Cauca,Victimario Desconocido,29,Via urbana,Baleada
2018,Mayo,Norte de Santander,Sicario,47,Vivienda de la victima,Baleada
2018,Mayo,Norte de Santander,Sicario,33,Lugar Desconocido,Asfixiada
2018,Mayo,Norte de Santander,Victimario Desconocido,29,Vivienda de la victima,Metodo Desconocido
2018,Mayo,Cordoba,Victimario Desconocido,27,Vivienda del victimario,Baleada
2018,Mayo,Cordoba,Novio,29,En una calle del barrio de la victima,Baleada
2018,Mayo,Nariño,Victimario Desconocido,61,Lugar Desconocido,Apuñalada
2018,Mayo,Nariño,Victimario Desconocido,48,Via urbana,Baleada
2018,Mayo,Cundinamarca,Militar,28,Vivienda de la victima,Apuñalada
2018,Mayo,Cundinamarca,Victimario Desconocido,46,Local comercial,Baleada
2018,Mayo,Arauca,Familiar,26,Vivienda del victimario,Baleada
2018,Mayo,Sucre,Banda criminal,32,Lugar Desconocido,Baleada
2018,Mayo,Santander,Compañero permanente,33,En una calle del barrio de la victima,Baleada
2018,Mayo,Guajira,Victimario Desconocido,16,Vivienda de la victima,Baleada
2018,Junio,Antioquia,Victimario Desconocido,30,Lugar de trabajo de la victima,Apuñalada
2018,Junio,Antioquia,Sicario,36,Vivienda de la victima,Apuñalada
2018,Junio,Antioquia,Familiar,20,Vivienda de la victima,Asfixiada
2018,Junio,Antioquia,Victimario Desconocido,22,Zona rural,Baleada
2018,Junio,Antioquia,Victimario Desconocido,19,Vivienda de la victima,Apuñalada
2018,Junio,Antioquia,Estructuras armadas,17,Vivienda de la victima,Baleada
2018,Junio,Antioquia,Victimario Desconocido,60,Vivienda de la victima,Baleada
2018,Junio,Antioquia,Conyuge,36,Via urbana,Baleada
2018,Junio,Antioquia,Victimario Desconocido,29,Zona rural,Baleada
2018,Junio,Antioquia,Victimario Desconocido,22,Vivienda de la victima,Baleada
2018,Junio,Valle del Cauca,Compañero permanente,20,Via urbana,Baleada
2018,Junio,Valle del Cauca,Sicario,24,Via urbana,Baleada
2018,Junio,Valle del Cauca,Victimario Desconocido,22,Vivienda de la victima,Metodo Desconocido
2018,Junio,Valle del Cauca,Victimario Desconocido,29,En una calle del barrio de la victima,Baleada
2018,Junio,Valle del Cauca,Sicario,47,Lugar Desconocido,Apuñalada
2018,Junio,Valle del Cauca,Victimario Desconocido,32,Vivienda de la victima,Baleada
2018,Junio,Valle del Cauca,Victimario Desconocido,42,Lugar Desconocido,Baleada
2018,Junio,Valle del Cauca,Excompañero permanente,22,Local comercial,Metodo Desconocido
2018,Junio,Valle del Cauca,Sicario,24,Via urbana,Baleada
2018,Junio,Cauca,Victimario Desconocido,21,Vivienda de la victima,Apuñalada
2018,Junio,Cauca,Familiar,12,Vivienda de la victima,Apuñalada
2018,Junio,Cauca,Excompañero permanente,26,Local comercial,Baleada
2018,Junio,Cauca,Sicario,21,Vivienda de la victima,Apuñalada
2018,Junio,Cauca,Victimario Desconocido,29,Vivienda de la victima,Explosion
2018,Junio,Cauca,Sicario,11,Via urbana,Cortada
2018,Junio,Cauca,Victimario Desconocido,62,Vivienda de la victima,Baleada
2018,Junio,Bolivar,Victimario Desconocido,6,Lugar Desconocido,Degollada
2018,Junio,Bolivar,Excompañero permanente,29,Vivienda de la victima,Metodo Desconocido
2018,Junio,Bolivar,Sicario,20,Vivienda de la victima,Baleada
2018,Junio,Bolivar,Conocido,35,En una calle del barrio de la victima,Apuñalada
2018,Junio,Bolivar,Sicario,21,Vivienda de la victima,Apuñalada
2018,Junio,Cordoba,Victimario Desconocido,22,Vivienda de la victima,Baleada
2018,Junio,Cordoba,Conocido,25,Vivienda de la victima,Apuñalada
2018,Junio,Cordoba,Victimario Desconocido,33,Vivienda de la victima,Baleada
2018,Junio,Cordoba,Excompañero permanente,31,Via urbana,Apuñalada
2018,Junio,Cordoba,Compañero permanente,44,Vivienda de la victima,Baleada
2018,Junio,Tolima,Victimario Desconocido,23,Zona verde urbana,Golpeada
2018,Junio,Tolima,Sicario,51,Vivienda de la victima,Baleada
2018,Junio,Tolima,Compañero permanente,16,Via urbana,Apuñalada
2018,Junio,Tolima,Excompañero permanente,55,Zona rural,Apuñalada
2018,Junio,Magdalena,Conocido,23,En una calle del barrio de la victima,Estrangulada
2018,Junio,Magdalena,Excompañero permanente,25,Vivienda de la victima,Baleada
2018,Junio,Magdalena,Victimario Desconocido,27,Local comercial,Apuñalada
2018,Junio,Nariño,Victimario Desconocido,29,Vivienda de la victima,Asfixiada
2018,Junio,Nariño,Victimario Desconocido,40,Lugar Desconocido,Baleada
2018,Junio,Nariño,Victimario Desconocido,29,Zona rural,Apuñalada
2018,Junio,Norte de Santander,Victimario Desconocido,26,Vivienda de la victima,Baleada
2018,Junio,Norte de Santander,Sicario,64,Zona rural,Baleada
2018,Junio,Bogota,Excompañero permanente,28,Vivienda de la victima,Baleada
2018,Junio,Bogota,Victimario Desconocido,14,Vivienda de la victima,Baleada
2018,Junio,Atlantico,Novio,25,Zona rural,Apuñalada
2018,Junio,Meta,Delincuencia organizada,29,Vivienda de la victima,Baleada
2018,Junio,Boyaca,Conocido,29,Local comercial,Apuñalada
2018,Junio,Santander,Victimario Desconocido,49,Vivienda de la victima,Metodo Desconocido
2018,Junio,Cundinamarca,Victimario Desconocido,23,Local comercial,Apuñalada
2018,Junio,Antioquia,Victimario Desconocido,58,Vivienda de la victima,Baleada
2018,Julio,Antioquia,Excompañero permanente,32,Vivienda de la victima,Baleada
2018,Julio,Antioquia,Victimario Desconocido,40,Local comercial,Baleada
2018,Julio,Antioquia,Excompañero permanente,31,Vivienda de la victima,Apuñalada
2018,Julio,Antioquia,Victimario Desconocido,21,Via urbana,Apuñalada
2018,Julio,Antioquia,Victimario Desconocido,62,En una calle del barrio de la victima,Baleada
2018,Julio,Antioquia,Excompañero permanente,26,Vivienda de la victima,Baleada
2018,Julio,Antioquia,Familiar,37,Zona rural,Apuñalada
2018,Julio,Antioquia,Victimario Desconocido,29,Vivienda de la victima,Apuñalada
2018,Julio,Antioquia,Compañero permanente,22,Vivienda de la victima,Golpeada
2018,Julio,Antioquia,Delincuencia organizada,27,Via urbana,Apuñalada
2018,Julio,Valle del Cauca,Sicario,12,Vivienda de la victima,Baleada
2018,Julio,Valle del Cauca,Victimario Desconocido,25,Vivienda de la victima,Apuñalada
2018,Julio,Valle del Cauca,Victimario Desconocido,57,Vivienda de la victima,Baleada
2018,Julio,Valle del Cauca,Sicario,24,Local comercial,Metodo Desconocido
2018,Julio,Valle del Cauca,Sicario,40,Vivienda de la victima,Asfixiada
2018,Julio,Valle del Cauca,Victimario Desconocido,45,Vivienda de la victima,Explosion
2018,Julio,Valle del Cauca,Familiar,15,Via urbana,Apuñalada
2018,Julio,Valle del Cauca,Victimario Desconocido,27,En una calle del barrio de la victima,Baleada
2018,Julio,Valle del Cauca,Victimario Desconocido,29,Vivienda de la victima,Baleada
2018,Julio,Cauca,Excompañero permanente,46,Lugar Desconocido,Baleada
2018,Julio,Cauca,Sicario,24,Vivienda de la victima,Apuñalada
2018,Julio,Cauca,Victimario Desconocido,20,Vivienda de la victima,Baleada
2018,Julio,Cauca,Victimario Desconocido,51,En una calle del barrio de la victima,Baleada
2018,Julio,Cauca,Victimario Desconocido,23,Via urbana,Apuñalada
2018,Julio,Cauca,Conocido,29,Vivienda de la victima,Apuñalada
2018,Julio,Cauca,Sicario,11,Vivienda de la victima,Baleada
2018,Julio,Bolivar,Victimario Desconocido,55,Vivienda de la victima,Baleada
2018,Julio,Bolivar,Estructuras armadas,41,Vivienda de la victima,Baleada
2018,Julio,Bolivar,Victimario Desconocido,20,Zona rural,Baleada
2018,Julio,Bolivar,Victimario Desconocido,24,Local comercial,Baleada
2018,Julio,Bolivar,Victimario Desconocido,26,Local comercial,Metodo Desconocido
2018,Julio,Cordoba,Victimario Desconocido,17,Vivienda de la victima,Baleada
2018,Julio,Cordoba,Conocido,31,Lugar Desconocido,Baleada
2018,Julio,Cordoba,Excompañero permanente,24,Via urbana,Baleada
2018,Julio,Cordoba,Victimario Desconocido,29,Vivienda de la victima,Apuñalada
2018,Julio,Cordoba,Compañero permanente,29,Vivienda de la victima,Baleada
2018,Julio,Tolima,Victimario Desconocido,30,Lugar Desconocido,Apuñalada
2018,Julio,Tolima,Victimario Desconocido,20,Zona rural,Apuñalada
2018,Julio,Tolima,Sicario,35,Zona rural,Asfixiada
2018,Julio,Tolima,Victimario Desconocido,22,Local comercial,Metodo Desconocido
2018,Julio,Magdalena,Conocido,23,Zona rural,Degollada
2018,Julio,Magdalena,Victimario Desconocido,16,Via urbana,Baleada
2018,Julio,Magdalena,Victimario Desconocido,10,Via urbana,Baleada
2018,Julio,Nariño,Novio,22,Vivienda de la victima,Apuñalada
2018,Julio,Nariño,Victimario Desconocido,21,Lugar de trabajo de la victima,Baleada
2018,Julio,Nariño,Victimario Desconocido,60,Vivienda de la victima,Apuñalada
2018,Julio,Norte de Santander,Victimario Desconocido,5,Vivienda de la victima,Baleada
2018,Julio,Norte de Santander,Excompañero permanente,23,Vivienda de la victima,Apuñalada
2018,Julio,Bogota,Conyuge,22,Vivienda de la victima,Apuñalada
2018,Julio,Bogota,Excompañero permanente,28,Vivienda de la victima,Baleada
2018,Julio,Atlantico,Sicario,29,Zona verde urbana,Baleada
2018,Julio,Meta,Sicario,29,Vivienda de la victima,Cortada
2018,Julio,Boyaca,Compañero permanente,29,Vivienda de la victima,Apuñalada
2018,Julio,Santander,Sicario,39,Lugar Desconocido,Metodo Desconocido
2018,Julio,Cundinamarca,Conocido,63,Vivienda de la victima,Estrangulada
2018,Julio,Antioquia,Sicario,29,Zona rural,Baleada
2018,Agosto,Valle del Cauca,Sicario,29,Lugar Desconocido,Baleada
2018,Agosto,Valle del Cauca,Victimario Desconocido,22,Vivienda de la victima,Baleada
2018,Agosto,Valle del Cauca,Conocido,17,Lugar Desconocido,Metodo Desconocido
2018,Agosto,Valle del Cauca,Sicario,29,Local comercial,Apuñalada
2018,Agosto,Valle del Cauca,Sicario,33,Vivienda de la victima,Golpeada
2018,Agosto,Valle del Cauca,Victimario Desconocido,16,Via urbana,Apuñalada
2018,Agosto,Valle del Cauca,Victimario Desconocido,21,Vivienda de la victima,Apuñalada
2018,Agosto,Valle del Cauca,Novio,29,Vivienda de la victima,Baleada
2018,Agosto,Valle del Cauca,Compañero permanente,29,Vivienda de la victima,Golpeada
2018,Agosto,Antioquia,Compañero permanente,44,Transporte publico,Baleada
2018,Agosto,Antioquia,Compañero permanente,48,Lugar de trabajo de la victima,Apuñalada
2018,Agosto,Antioquia,Victimario Desconocido,29,Via urbana,Baleada
2018,Agosto,Antioquia,Victimario Desconocido,33,Vivienda de la victima,Baleada
2018,Agosto,Antioquia,Victimario Desconocido,32,Via urbana,Baleada
2018,Agosto,Antioquia,Victimario Desconocido,23,Lugar Desconocido,Apuñalada
2018,Agosto,Antioquia,Victimario Desconocido,49,Lugar Desconocido,Apuñalada
2018,Agosto,Antioquia,Victimario Desconocido,37,Vivienda de la victima,Golpeada
2018,Agosto,Bogota,Victimario Desconocido,29,Lugar Desconocido,Baleada
2018,Agosto,Bogota,Victimario Desconocido,31,Vivienda de la victima,Degollada
2018,Agosto,Bogota,Victimario Desconocido,29,Via urbana,Metodo Desconocido
2018,Agosto,Bogota,Novio,29,Vivienda de la victima,Baleada
2018,Agosto,Bogota,Victimario Desconocido,47,Vivienda de la victima,Baleada
2018,Agosto,Bogota,Victimario Desconocido,10,Lugar Desconocido,Baleada
2018,Agosto,Bogota,Victimario Desconocido,46,Via urbana,Baleada
2018,Agosto,Atlantico,Victimario Desconocido,29,Local comercial,Apuñalada
2018,Agosto,Atlantico,Victimario Desconocido,67,Vivienda de la victima,Baleada
2018,Agosto,Atlantico,Victimario Desconocido,34,Hotel,Apuñalada
2018,Agosto,Atlantico,Conyuge,28,Via urbana,Asfixiada
2018,Agosto,Atlantico,Compañero permanente,29,Vivienda de la victima,Apuñalada
2018,Agosto,Atlantico,Victimario Desconocido,27,Hotel,Apuñalada
